date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide
2022-05-27,,,,,,
2022-05-28,,,,,,
2022-05-29,,,,,,
2022-05-30,,,,,,
2022-05-31,,,,,,
2022-06-01,,,,,,
2022-06-02,,,,,,
2022-06-03,,,,,,
2022-06-04,,,,,,
2022-06-05,,,,,,
2022-06-06,,,,,,
2022-06-07,,,,,,
2022-06-08,,,,,,
2022-06-09,,,,,,
2022-06-10,,,,,,
2022-06-11,,,,,,
2022-06-12,,,,,,
2022-06-13,,,,,,
2022-06-14,,,,,,
2022-06-15,,,,,,
2022-06-16,,,,,,
2022-06-17,,,,,,
2022-06-18,,,,,,
2022-06-19,,,,,,
2022-06-20,,,,,,
2022-06-21,,,,,,
2022-06-22,,,,,,
2022-06-23,,,,,,
2022-06-24,,,,,,
2022-06-25,,,,,,
2022-06-26,,,,,,
2022-06-27,,,,,,
2022-06-28,,,,,,
2022-06-29,,,,,,
2022-06-30,,,,,,
2022-07-01,,,,,,
2022-07-02,,,,,,
2022-07-03,,,,,,
2022-07-04,,,,,,
2022-07-05,,,,,,
2022-07-06,,,,,,
2022-07-07,,,,,,
2022-07-08,,,,,,
2022-07-09,,,,,,
2022-07-10,,,,,,
2022-07-11,,,,,,
2022-07-12,,,,,,
2022-07-13,,,,,,
2022-07-14,,,,,,
2022-07-15,,,,,,
2022-07-16,,,,,,
2022-07-17,,,,,,
2022-07-18,,,,,,
2022-07-19,,,,,,
2022-07-20,,,,,,
2022-07-21,,,,,,
2022-07-22,,,,,,
2022-07-23,,,,,,
2022-07-24,,,,,,
2022-07-25,,,,,,
2022-07-26,,,,,,
2022-07-27,,,,,,
2022-07-28,,,,,,
2022-07-29,,,,,,
2022-07-30,,,,,,
2022-07-31,,,,,,
2022-08-01,,,,,,
2022-08-02,,,,,,
2022-08-03,,,,,,
2022-08-04,38.07368421052632,24.18421052631579,614.4736842105264,32.13157894736842,30.94736842105263,77.52105263157895
2022-08-05,45.88333333333333,30.629166666666666,756.4583333333334,45.416666666666664,28.541666666666668,73.60833333333333
2022-08-06,39.295833333333334,27.241666666666664,611.4166666666666,37.13333333333333,45.375,39.62083333333333
2022-08-07,29.195833333333336,20.337500000000002,571.375,35.604166666666664,29.666666666666668,29.858333333333334
2022-08-08,16.691666666666666,11.491666666666667,323.6666666666667,26.879166666666666,24.583333333333332,17.029166666666665
2022-08-09,15.154166666666667,10.391666666666667,259.7083333333333,23.3875,34.166666666666664,16.058333333333334
2022-08-10,19.720833333333335,12.916666666666666,254.125,22.041666666666668,43.083333333333336,17.441666666666666
2022-08-11,27.3125,17.1375,296.4166666666667,24.108333333333334,51.041666666666664,19.795833333333334
2022-08-12,34.65833333333333,22.733333333333334,539.375,27.474999999999998,43.75,27.287499999999998
2022-08-13,28.579166666666666,18.983333333333334,464.625,29.8625,24.916666666666668,24.083333333333332
2022-08-14,20.345833333333335,13.833333333333334,365.7916666666667,25.724999999999998,23.125,17.441666666666666
2022-08-15,26.40416666666667,16.720833333333335,306.9583333333333,25.770833333333332,41.541666666666664,19.925
2022-08-16,42.5625,25.724999999999998,410.1666666666667,32.1875,56.875,26.65416666666667
2022-08-17,45.43333333333334,27.641666666666666,429.5416666666667,37.4625,58.0,26.579166666666666
2022-08-18,65.08333333333333,43.25,972.3333333333334,40.09166666666667,50.916666666666664,47.38333333333333
2022-08-19,42.666666666666664,29.208333333333332,897.7916666666666,34.7,30.416666666666668,41.37083333333333
2022-08-20,25.954166666666666,17.25,399.9583333333333,30.3125,40.208333333333336,22.6375
2022-08-21,27.704166666666666,18.287499999999998,363.375,27.724999999999998,48.375,21.6125
2022-08-22,46.50833333333333,30.508333333333336,680.0,32.25833333333333,54.5,36.46666666666667
2022-08-23,63.699999999999996,42.512499999999996,1159.75,45.762499999999996,42.5,68.13333333333334
2022-08-24,64.72916666666667,43.675000000000004,1094.125,52.487500000000004,35.041666666666664,74.35833333333333
2022-08-25,85.60000000000001,58.54583333333333,1495.9583333333333,57.725,55.0,103.71249999999999
2022-08-26,69.49166666666666,47.46666666666667,1297.0,47.80833333333334,61.416666666666664,69.1875
2022-08-27,66.14999999999999,44.07916666666667,987.4166666666666,45.979166666666664,71.33333333333333,53.85
2022-08-28,51.86666666666667,34.8125,655.2083333333334,50.050000000000004,73.75,57.12083333333334
2022-08-29,51.291666666666664,34.125,851.875,40.93333333333333,51.625,69.91250000000001
2022-08-30,30.729166666666668,20.283333333333335,616.8333333333334,25.03333333333333,28.291666666666668,57.69583333333333
2022-08-31,42.541666666666664,29.03333333333333,974.0,23.65416666666667,14.875,75.02499999999999
2022-09-01,30.708333333333332,20.745833333333334,691.875,18.216666666666665,19.333333333333332,50.833333333333336
2022-09-02,34.854166666666664,23.416666666666668,715.0,16.787499999999998,17.291666666666668,55.45416666666667
2022-09-03,30.741666666666664,20.5125,652.7083333333334,21.1375,25.333333333333332,35.09166666666667
2022-09-04,38.15833333333333,25.3125,722.8333333333334,26.5,29.541666666666668,30.09583333333333
2022-09-05,35.78333333333333,22.754166666666666,600.7916666666666,30.5125,43.666666666666664,30.3625
2022-09-06,37.13333333333333,24.375,728.2916666666666,36.92916666666667,50.166666666666664,37.275
2022-09-07,72.8625,50.12083333333334,1595.25,52.11666666666667,27.416666666666668,78.30833333333334
2022-09-08,27.4375,18.408333333333335,685.125,34.291666666666664,20.666666666666668,30.375
2022-09-09,17.4125,11.429166666666667,386.3333333333333,28.474999999999998,25.166666666666668,27.670833333333334
2022-09-10,26.483333333333334,18.283333333333335,610.5833333333334,26.229166666666668,21.291666666666668,25.25
2022-09-11,21.158333333333335,13.9625,308.6666666666667,25.0125,43.583333333333336,18.470833333333335
2022-09-12,24.5625,15.225,284.2083333333333,23.770833333333332,48.458333333333336,17.337500000000002
2022-09-13,33.17916666666667,19.525000000000002,309.3333333333333,27.09166666666667,61.083333333333336,17.204166666666666
2022-09-14,31.675,18.770833333333332,351.375,30.02916666666667,56.625,21.441666666666666
2022-09-15,36.416666666666664,22.77916666666667,368.5416666666667,31.45,60.666666666666664,24.320833333333336
2022-09-16,34.65833333333333,22.958333333333332,432.0,33.27916666666667,55.375,27.0
2022-09-17,57.425000000000004,39.604166666666664,1429.0833333333333,33.13333333333333,47.916666666666664,54.18333333333334
2022-09-18,72.50833333333334,50.32083333333333,2055.375,41.71666666666667,27.541666666666668,68.04166666666667
2022-09-19,45.175000000000004,31.52916666666667,962.4166666666666,36.12083333333333,32.166666666666664,36.9
2022-09-20,31.28333333333333,21.745833333333334,653.2916666666666,39.57083333333333,40.333333333333336,25.629166666666666
2022-09-21,42.15416666666667,28.912499999999998,769.0833333333334,36.887499999999996,58.083333333333336,31.454166666666666
2022-09-22,64.46666666666667,43.887499999999996,1078.5,39.02916666666667,50.791666666666664,38.88333333333333
2022-09-23,65.23333333333333,44.73333333333333,1302.2083333333333,54.55416666666667,45.416666666666664,60.895833333333336
2022-09-24,77.28750000000001,53.020833333333336,1414.25,71.7375,40.958333333333336,103.75416666666666
2022-09-25,72.46249999999999,49.137499999999996,1111.625,60.45416666666667,46.75,96.22916666666667
2022-09-26,70.97083333333333,47.862500000000004,1071.875,62.86666666666667,54.875,78.35416666666667
2022-09-27,87.86666666666667,59.10833333333333,1296.625,66.45416666666667,73.79166666666667,124.52916666666665
2022-09-28,70.75416666666666,47.23333333333333,1098.0,63.699999999999996,71.25,91.05833333333334
2022-09-29,39.09166666666667,26.8,822.375,54.36666666666667,30.458333333333332,65.175
2022-09-30,46.625,32.02916666666667,1006.7083333333334,47.0875,32.0,58.28333333333333
2022-10-01,55.12083333333334,37.975,1120.0416666666667,53.0625,28.291666666666668,49.02916666666667
2022-10-02,78.69166666666666,54.74166666666667,1414.5,74.53333333333333,22.666666666666668,77.9875
2022-10-03,94.47500000000001,65.88333333333334,1812.25,90.10833333333333,17.833333333333332,108.56666666666666
2022-10-04,45.30416666666667,31.6125,928.9166666666666,59.42083333333333,27.125,57.00833333333333
2022-10-05,25.104166666666668,15.833333333333334,492.0833333333333,32.916666666666664,51.833333333333336,27.816666666666666
2022-10-06,28.383333333333336,18.416666666666668,569.3333333333334,37.737500000000004,62.083333333333336,29.954166666666666
2022-10-07,30.195833333333336,19.7,538.0416666666666,33.979166666666664,46.708333333333336,33.81666666666667
2022-10-08,20.691666666666666,13.658333333333333,496.9583333333333,27.704166666666666,21.083333333333332,31.162499999999998
2022-10-09,23.645833333333332,15.125,490.9166666666667,26.375,27.458333333333332,26.679166666666664
2022-10-10,38.56666666666667,25.71666666666667,972.5833333333334,25.52916666666667,27.5,52.49583333333334
2022-10-11,45.88333333333333,31.162499999999998,1266.4166666666667,25.724999999999998,24.333333333333332,60.050000000000004
2022-10-12,46.09583333333333,31.21666666666667,1105.1666666666667,28.349999999999998,26.416666666666668,53.7125
2022-10-13,51.25416666666666,35.25416666666667,1040.8333333333333,52.425000000000004,29.916666666666668,86.49583333333334
2022-10-14,26.483333333333334,17.76666666666667,570.0,38.50833333333333,24.833333333333332,35.8125
2022-10-15,18.320833333333333,11.766666666666666,392.375,22.045833333333334,21.875,31.808333333333334
2022-10-16,30.425,20.229166666666668,674.0833333333334,24.329166666666666,21.125,44.199999999999996
2022-10-17,63.387499999999996,42.9125,1444.8333333333333,41.5,47.25,63.82083333333333
2022-10-18,86.6375,58.474999999999994,1687.4166666666667,66.97083333333333,55.041666666666664,77.64166666666667
2022-10-19,56.97083333333333,37.666666666666664,797.5833333333334,52.74166666666667,67.75,39.44166666666667
2022-10-20,66.27083333333333,43.4375,878.875,53.48333333333333,80.70833333333333,41.63333333333333
2022-10-21,75.59166666666667,49.67916666666667,742.8333333333334,54.050000000000004,97.625,42.449999999999996
2022-10-22,69.75,47.62916666666666,1003.25,58.6,76.375,52.354166666666664
2022-10-23,68.4375,47.5875,1224.5416666666667,69.25,42.541666666666664,50.24583333333334
2022-10-24,78.625,54.38333333333333,1511.4583333333333,64.97916666666667,50.166666666666664,64.0625
2022-10-25,102.5625,70.20416666666667,2078.875,59.487500000000004,72.83333333333333,97.02083333333333
2022-10-26,117.2625,78.27083333333333,2604.4583333333335,58.80416666666667,67.625,111.50416666666666
2022-10-27,90.14583333333333,60.04583333333333,1786.0416666666667,57.9125,58.833333333333336,71.12083333333334
2022-10-28,87.60833333333333,57.59166666666667,1609.5416666666667,55.51666666666667,77.375,68.32083333333334
2022-10-29,105.94583333333333,71.49166666666666,1853.7916666666667,59.625,70.5,75.19583333333334
2022-10-30,100.80416666666667,68.10416666666667,1775.8333333333333,63.48333333333333,64.95833333333333,68.50833333333334
2022-10-31,94.35416666666667,63.03333333333333,1573.6666666666667,61.74166666666667,76.54166666666667,62.675000000000004
2022-11-01,75.07083333333334,49.5625,1121.875,59.229166666666664,73.29166666666667,52.69583333333333
2022-11-02,87.37083333333334,58.96666666666667,1506.4166666666667,59.36666666666667,75.29166666666667,66.33749999999999
2022-11-03,81.31666666666666,52.104166666666664,1316.0833333333333,60.76666666666667,80.125,59.62916666666666
2022-11-04,93.83749999999999,62.137499999999996,1615.5416666666667,61.11666666666667,73.83333333333333,71.97916666666667
2022-11-05,109.55416666666667,71.54583333333333,1879.0833333333333,60.479166666666664,63.291666666666664,84.07083333333334
2022-11-06,126.625,80.49583333333334,2065.0,56.75,74.5,83.41250000000001
2022-11-07,130.57083333333333,83.55416666666666,2100.875,63.89166666666667,60.291666666666664,98.28333333333335
2022-11-08,117.4375,75.45,1966.5833333333333,57.237500000000004,61.916666666666664,75.8
2022-11-09,91.42916666666667,57.7125,1196.2083333333333,61.1875,60.75,49.42916666666667
2022-11-10,80.04166666666667,51.50833333333333,807.7916666666666,58.62916666666666,92.08333333333333,41.0
2022-11-11,71.72500000000001,46.449999999999996,671.7916666666666,52.1,106.5,39.270833333333336
2022-11-12,85.27499999999999,55.15833333333333,924.2083333333334,52.17083333333333,99.20833333333333,46.90833333333333
2022-11-13,100.39999999999999,66.37916666666666,1168.8333333333333,57.916666666666664,82.66666666666667,58.520833333333336
2022-11-14,108.37083333333334,71.3625,1342.4583333333333,54.44583333333333,74.83333333333333,63.69583333333333
2022-11-15,133.07916666666668,89.65416666666665,2179.75,58.4,70.95833333333333,95.70416666666667
2022-11-16,129.225,87.14583333333333,2426.9583333333335,66.33333333333333,61.875,99.125
2022-11-17,111.66666666666667,74.14999999999999,1553.8333333333333,63.645833333333336,71.75,73.99166666666666
2022-11-18,75.84166666666667,50.25833333333333,872.875,59.074999999999996,78.58333333333333,48.7125
2022-11-19,69.4375,46.725,621.0,49.85833333333333,87.5,43.854166666666664
2022-11-20,76.0125,51.25416666666666,744.9166666666666,57.300000000000004,73.04166666666667,46.32916666666667
2022-11-21,72.62083333333334,48.49583333333334,614.875,46.800000000000004,84.66666666666667,42.92083333333333
2022-11-22,72.29166666666667,47.166666666666664,752.0,45.40833333333333,77.875,38.012499999999996
2022-11-23,74.96666666666667,48.9375,1237.5833333333333,48.9,68.0,53.2875
2022-11-24,97.69583333333333,63.275,1775.125,59.93333333333334,59.416666666666664,81.6375
2022-11-25,124.27083333333333,79.22500000000001,1697.625,55.6625,81.20833333333333,73.43333333333334
2022-11-26,169.6875,109.50416666666666,2419.375,67.47916666666667,90.625,107.20416666666667
2022-11-27,155.79583333333332,102.83333333333333,2309.125,65.21249999999999,81.5,117.21249999999999
2022-11-28,132.125,88.02083333333333,2439.5416666666665,64.64583333333333,71.04166666666667,106.58749999999999
2022-11-29,132.23333333333332,88.7,1922.8333333333333,70.00416666666666,72.25,115.30833333333334
2022-11-30,107.25,71.85000000000001,810.1666666666666,51.67083333333333,93.04166666666667,100.78333333333335
2022-12-01,90.46666666666665,61.51666666666667,733.7916666666666,52.574999999999996,82.33333333333333,90.2375
2022-12-02,106.58749999999999,70.02499999999999,864.2083333333334,57.57083333333333,109.54166666666667,95.8875
2022-12-03,135.93333333333334,86.31666666666666,1104.125,62.80833333333334,94.875,69.97500000000001
2022-12-04,143.89166666666668,93.27499999999999,1178.5,64.35416666666667,88.25,64.20833333333333
2022-12-05,166.6875,108.35000000000001,1280.2083333333333,67.08333333333333,83.20833333333333,79.35416666666667
2022-12-06,158.92083333333332,104.74166666666667,1521.0833333333333,69.125,89.33333333333333,79.21666666666667
2022-12-07,116.44166666666666,76.37083333333334,1073.2083333333333,66.65833333333333,92.41666666666667,70.31666666666666
2022-12-08,86.15833333333335,57.12916666666666,678.4583333333334,52.8375,95.33333333333333,49.229166666666664
2022-12-09,90.00416666666666,58.604166666666664,597.9583333333334,39.65,108.58333333333333,45.04583333333333
2022-12-10,58.75833333333333,37.84166666666667,477.5416666666667,35.237500000000004,83.5,25.245833333333334
2022-12-11,54.59583333333333,34.391666666666666,532.25,44.30416666666667,62.583333333333336,31.458333333333332
2022-12-12,94.83333333333333,58.97083333333333,1004.0416666666666,57.90833333333333,85.5,51.15833333333333
2022-12-13,78.59583333333333,49.25,979.0416666666666,45.40416666666667,72.91666666666667,52.19583333333333
2022-12-14,1.1291666666666667,0.7791666666666667,59.0,0.0,26.833333333333332,0.7374999999999999
2022-12-15,1.0125,0.7125,62.375,0.0,33.75,0.2708333333333333
2022-12-16,95.22083333333335,61.237500000000004,827.5833333333334,52.025,59.416666666666664,128.67916666666667
2022-12-17,92.75416666666666,56.59583333333333,642.75,45.43333333333334,91.75,87.21666666666665
2022-12-18,90.65833333333335,55.6875,830.0,44.80833333333334,101.125,69.25416666666666
2022-12-19,117.11666666666667,74.67916666666666,1345.4583333333333,62.15833333333333,91.45833333333333,66.45416666666667
2022-12-20,132.9625,85.82083333333333,1494.125,67.375,92.41666666666667,69.52916666666667
2022-12-21,142.09583333333333,90.64583333333333,1382.1666666666667,70.22916666666667,88.54166666666667,65.0625
2022-12-22,139.35,87.1875,1200.7916666666667,69.64166666666667,99.33333333333333,65.19166666666666
2022-12-23,148.725,96.1375,1135.375,68.0625,104.125,62.93333333333334
2022-12-24,101.99583333333334,65.3125,1019.4583333333334,57.675000000000004,86.83333333333333,48.43333333333334
2022-12-25,80.85833333333333,52.05833333333334,1143.625,50.67083333333333,57.625,53.76666666666667
2022-12-26,78.8,51.14166666666667,1585.6666666666667,48.94583333333333,39.25,67.99583333333334
2022-12-27,83.55,55.94583333333333,2074.25,55.99583333333334,30.666666666666668,104.74166666666667
2022-12-28,48.52916666666667,32.32083333333333,1022.7916666666666,47.145833333333336,46.666666666666664,49.31666666666667
2022-12-29,81.11666666666666,54.775,1483.5,55.4,56.625,71.20416666666667
2022-12-30,114.70416666666667,75.09583333333333,1700.625,67.54583333333333,60.791666666666664,85.20416666666667
2022-12-31,131.86666666666667,88.20416666666667,2517.2083333333335,63.375,58.375,115.84166666666665
